"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","14788-4","Helminth+Arthropod","Prid","Pt","XXX","Nom","Rearing/Culture","MICRO"
"BEFORE","14789-2","Helminth identified","Prid","Pt","XXX","Nom","Macro/Micro ID","MICRO"
"CHANGED","14789-2","Helminth","Prid","Pt","XXX","Nom","Macro/Micro ID","MICRO"
"BEFORE","14790-0","Helminth identified","Prid","Pt","XXX","Nom","Perm mount","MICRO"
"CHANGED","14790-0","Helminth","Prid","Pt","XXX","Nom","Perm mount","MICRO"
"BEFORE","14818-9","Lymphocytes/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","14818-9","Lymphocytes/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","14819-7","Lymphocytes/100 leukocytes","NFr","Pt","Bronchial","Qn","Manual count","HEM/BC"
"CHANGED","14819-7","Lymphocytes/Leukocytes","NFr","Pt","Bronchial","Qn","Manual count","HEM/BC"
"BEFORE","14820-5","Lymphocytes/100 leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"CHANGED","14820-5","Lymphocytes/Leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"BEFORE","14821-3","Lymphocytes/100 leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"CHANGED","14821-3","Lymphocytes/Leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"BEFORE","14822-1","Lymphocytes/100 leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"CHANGED","14822-1","Lymphocytes/Leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"BEFORE","14823-9","Macrophages/100 leukocytes","NFr","Pt","Bronchial","Qn","Manual count","HEM/BC"
"CHANGED","14823-9","Macrophages/Leukocytes","NFr","Pt","Bronchial","Qn","Manual count","HEM/BC"
"BEFORE","14828-8","Mesothelial cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","14828-8","Mesothelial cells/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","14829-6","Mesothelial cells/100 leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"CHANGED","14829-6","Mesothelial cells/Leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"BEFORE","14830-4","Mesothelial cells/100 leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"CHANGED","14830-4","Mesothelial cells/Leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"BEFORE","14839-5","Trypanosoma sp identified","Prid","Pt","Bld.buffy coat","Nom","Microscopy.light","MICRO"
"CHANGED","14839-5","Trypanosoma sp","Prid","Pt","Bld.buffy coat","Nom","Microscopy.light","MICRO"
"BEFORE","14840-3","Trypanosoma sp identified","Prid","Pt","CSF","Nom","Wet preparation","MICRO"
"CHANGED","14840-3","Trypanosoma sp","Prid","Pt","CSF","Nom","Wet preparation","MICRO"
"BEFORE","14847-8","Neutrophils/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","14847-8","Neutrophils/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","14848-6","Neutrophils/100 leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"CHANGED","14848-6","Neutrophils/Leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"BEFORE","14857-7","Leukocytes other/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","14857-7","Leukocytes other/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","14858-5","Leukocytes other/100 leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"CHANGED","14858-5","Leukocytes other/Leukocytes","NFr","Pt","Plr fld","Qn","Manual count","HEM/BC"
"BEFORE","14859-3","Leukocytes other/100 leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"CHANGED","14859-3","Leukocytes other/Leukocytes","NFr","Pt","Periton fld","Qn","Manual count","HEM/BC"
"BEFORE","14860-1","Leukocytes other/100 leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"CHANGED","14860-1","Leukocytes other/Leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"BEFORE","14912-0","Smudge cells/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","14912-0","Smudge cells/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","15176-1","Cryoproteins identified","Prid","Pt","Ser/Plas","Nom","","CHEM"
"CHANGED","15176-1","Cryoproteins","Prid","Pt","Ser/Plas","Nom","","CHEM"
"BEFORE","15194-4","Cells.CD3-CD16+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","15194-4","Cells.CD3-CD16+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","15196-9","Cells.CD3-CD19+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","15196-9","Cells.CD3-CD19+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","15197-7","Lymphocytes.clefted/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","15197-7","Lymphocytes.clefted/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","15200-9","Osmolality","Osmol","Pt","Body fld","Qn","","CHEM"
"CHANGED","15200-9","Observation","Osmol","Pt","Body fld","Qn","","CHEM"
"BEFORE","15343-7","Blood group antibody screen","Titr","Pt","Ser/Plas","SemiQn","","BLDBK"
"CHANGED","15343-7","Blood group antibody","Titr","Pt","Ser/Plas","SemiQn","Blood group antibody screen","BLDBK"
"BEFORE","15376-7","Spermatozoa.abnormal/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","15376-7","Spermatozoa.abnormal/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","15401-3","Drugs identified","Prid","Pt","Bld","Nom","Screen","DRUG/TOX"
"CHANGED","15401-3","Drugs","Prid","Pt","Bld","Nom","Screen","DRUG/TOX"
"BEFORE","16400-4","Appearance","Aper","Pt","Semin plas","Nom","","SPEC"
"CHANGED","16400-4","Observation","Aper","Pt","Semin plas","Nom","","SPEC"
"BEFORE","16793-2","Drugs identified","Prid","Pt","Unk sub","Nom","Screen","DRUG/TOX"
"CHANGED","16793-2","Drugs","Prid","Pt","Unk sub","Nom","Screen","DRUG/TOX"
"BEFORE","16832-8","Escherichia coli enterotoxic identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"CHANGED","16832-8","Escherichia coli enterotoxic","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"BEFORE","16836-9","Escherichia coli verotoxic identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"CHANGED","16836-9","Escherichia coli verotoxic","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"BEFORE","17096-9","Lymphocytes.kappa/100 lymphocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17096-9","Lymphocytes.kappa/Lymphocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17097-7","Cells.CD10+CD20+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17097-7","Cells.CD10+CD20+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17098-5","Cells.CD100/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17098-5","Cells.CD100/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17099-3","Cells.CD102/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17099-3","Cells.CD102/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17100-9","Cells.CD103/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17100-9","Cells.CD103/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17101-7","Cells.CD104/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17101-7","Cells.CD104/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17102-5","Cells.CD105/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17102-5","Cells.CD105/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17103-3","Cells.CD106/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17103-3","Cells.CD106/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17104-1","Cells.CD107a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17104-1","Cells.CD107a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17105-8","Cells.CD107b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17105-8","Cells.CD107b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17106-6","Cells.CD115/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17106-6","Cells.CD115/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17107-4","Cells.CD117/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17107-4","Cells.CD117/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17108-2","Cells.CD118/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17108-2","Cells.CD118/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17109-0","Cells.CD11a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17109-0","Cells.CD11a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17110-8","Cells.CD11b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17110-8","Cells.CD11b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17111-6","Cells.CD12/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17111-6","Cells.CD12/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17112-4","Cells.CD120a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17112-4","Cells.CD120a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17113-2","Cells.CD120b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17113-2","Cells.CD120b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17114-0","Cells.CD122/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17114-0","Cells.CD122/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17115-7","Cells.CD126/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17115-7","Cells.CD126/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17116-5","Cells.CD128/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17116-5","Cells.CD128/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17117-3","Cells.CD15/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17117-3","Cells.CD15/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17118-1","Cells.CD16b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17118-1","Cells.CD16b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17119-9","Cells.CD16-CD34+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17119-9","Cells.CD16-CD34+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17120-7","Cells.CD17/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17120-7","Cells.CD17/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17121-5","Cells.CD18/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17121-5","Cells.CD18/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17122-3","Cells.CD19+Kappa+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17122-3","Cells.CD19+Kappa+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17123-1","Cells.CD19+Lambda+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17123-1","Cells.CD19+Lambda+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17124-9","Cells.CD2+CD20+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17124-9","Cells.CD2+CD20+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17125-6","Cells.CD22+CD19+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17125-6","Cells.CD22+CD19+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17126-4","Cells.CD24/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17126-4","Cells.CD24/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17127-2","Cells.CD26/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17127-2","Cells.CD26/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17128-0","Cells.CD27/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17128-0","Cells.CD27/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17129-8","Cells.CD28/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17129-8","Cells.CD28/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17130-6","Cells.CD29/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17130-6","Cells.CD29/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17131-4","Cells.CD3+CD69+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17131-4","Cells.CD3+CD69+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17132-2","Cells.CD3+IL2R1+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17132-2","Cells.CD3+IL2R1+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17133-0","Cells.CD3+CD16+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17133-0","Cells.CD3+CD16+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17135-5","Cells.CD3+CD56+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17135-5","Cells.CD3+CD56+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17136-3","Cells.CD3+DR+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17136-3","Cells.CD3+DR+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17137-1","Cells.CD30/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17137-1","Cells.CD30/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17138-9","Cells.CD31/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17138-9","Cells.CD31/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17139-7","Cells.CD32/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17139-7","Cells.CD32/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17140-5","Cells.CD34+DR+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17140-5","Cells.CD34+DR+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17141-3","Cells.CD36/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17141-3","Cells.CD36/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17142-1","Cells.CD37/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17142-1","Cells.CD37/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17143-9","Cells.CD39/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17143-9","Cells.CD39/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17144-7","Cells.CD4+CD69+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17144-7","Cells.CD4+CD69+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17146-2","Cells.CD4+CD8+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17146-2","Cells.CD4+CD8+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17147-0","Cells.CD40/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17147-0","Cells.CD40/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17148-8","Cells.CD41/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17148-8","Cells.CD41/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17149-6","Cells.CD42a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17149-6","Cells.CD42a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17150-4","Cells.CD42b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17150-4","Cells.CD42b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17151-2","Cells.CD42c/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17151-2","Cells.CD42c/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17152-0","Cells.CD42d/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17152-0","Cells.CD42d/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17154-6","Cells.CD43/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17154-6","Cells.CD43/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17155-3","Cells.CD44/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17155-3","Cells.CD44/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17156-1","Cells.CD44R/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17156-1","Cells.CD44R/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17157-9","Cells.CD45RA/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17157-9","Cells.CD45RA/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17158-7","Cells.CD45RB/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17158-7","Cells.CD45RB/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17159-5","Cells.CD45RO/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17159-5","Cells.CD45RO/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17160-3","Cells.CD46/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17160-3","Cells.CD46/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17161-1","Cells.CD47/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17161-1","Cells.CD47/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17162-9","Cells.CD48/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17162-9","Cells.CD48/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17163-7","Cells.CD49a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17163-7","Cells.CD49a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17164-5","Cells.CD49b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17164-5","Cells.CD49b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17165-2","Cells.CD49c/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17165-2","Cells.CD49c/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17166-0","Cells.CD49d/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17166-0","Cells.CD49d/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17167-8","Cells.CD49e/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17167-8","Cells.CD49e/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17168-6","Cells.CD49f/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17168-6","Cells.CD49f/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17169-4","Cells.CD5+CD2-/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17169-4","Cells.CD5+CD2-/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17170-2","Cells.CD50/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17170-2","Cells.CD50/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17171-0","Cells.CD51/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17171-0","Cells.CD51/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17172-8","Cells.CD52/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17172-8","Cells.CD52/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17173-6","Cells.CD53/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17173-6","Cells.CD53/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17174-4","Cells.CD54/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17174-4","Cells.CD54/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17175-1","Cells.CD55/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17175-1","Cells.CD55/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17176-9","Cells.CD58/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17176-9","Cells.CD58/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17177-7","Cells.CD59/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17177-7","Cells.CD59/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17178-5","Cells.CD6/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17178-5","Cells.CD6/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17179-3","Cells.CD62E/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17179-3","Cells.CD62E/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17180-1","Cells.CD62L/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17180-1","Cells.CD62L/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17181-9","Cells.CD62P/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17181-9","Cells.CD62P/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17182-7","Cells.CD63/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17182-7","Cells.CD63/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17183-5","Cells.CD64/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17183-5","Cells.CD64/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17184-3","Cells.CD66a/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17184-3","Cells.CD66a/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17185-0","Cells.CD66b/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17185-0","Cells.CD66b/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17186-8","Cells.CD66c/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17186-8","Cells.CD66c/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17187-6","Cells.CD66d/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17187-6","Cells.CD66d/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17188-4","Cells.CD66e/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17188-4","Cells.CD66e/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17189-2","Cells.CD68/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17189-2","Cells.CD68/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17190-0","Cells.CD69/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17190-0","Cells.CD69/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17191-8","Cells.CD3-CD7+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17191-8","Cells.CD3-CD7+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17192-6","Cells.CD72/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17192-6","Cells.CD72/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","17193-4","Cells.CD73/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","17193-4","Cells.CD73/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
