"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"6212-5","","","","","","","","","","IgE m1 Penicillium notatum (Pinselschimmel)","Penicillium chrysogenum IgE"
"6213-3","","","","","","","","","","IgE t217 Pfefferbaum","IgE t217 Pfefferbaum"
"6216-6","","","","","","","","","","IgE m13 Phoma betae","IgE m13 Phoma betae"
"52770-5","","","","","","","","","","Clot Form.Time EXTEM","Clot Forming Time EXTEM"
"52771-3","","","","","","","","","","Clot Form.Time INTEM","Clot Formation Time INTEM"
"52773-9","","","","","","","","","","Clotting Time EXTEM","Clotting Time EXTEM"
"52774-7","","","","","","","","","","Clotting Time APTEM","Clotting Time APTEM"
"52775-4","","","","","","","","","","Clotting Time HEPTEM","Clotting Time HEPTEM"
"52776-2","","","","","","","","","","Clotting Time INTEM","Clotting Time INTEM"
"52778-8","","","","","","","","","","Max.Clot Firmn.NATEM","Maximal Clot Firmness NATEM"
"52779-6","","","","","","","","","","Maximal Clot Firmness APTEM","Maximal Clot Firmness APTEM"
"52780-4","","","","","","","","","","Max.Clot Firmn.FIBT.","Maximal Clot Firmness FIBTEM"
"52781-2","","","","","","","","","","Max.Clot Firmn.INTEM","Maximal Clot Firmness INTEM"
"52783-8","","","","","","","","","","Max.Clot Firmn.EXTEM","Maximal Clot Firmness EXTEM"
"52784-6","","","","","","","","","","Maximal Lyse NATEM","Maximal Lyse NATEM"
"52785-3","","","","","","","","","","Maximal Lyse APTEM","Maximal Lyse APTEM"
"52786-1","","","","","","","","","","Maximal Lyse EXTEM","Maximal Lyse EXTEM"
"52787-9","","","","","","","","","","Maximal Lyse INTEM","Maximal Lyse INTEM"
"52789-5","","","","","","","","","","Clotting Time NATEM","Clotting Time NATEM"
"52875-2","","","","","","","","","","CD1a Zellen rel. /L","CD1a Zellen rel. /Liquor"
"5290-2","","","","","","","","","","Trep.pall. VDRL/Liquor","VDRL /Liquor"
"6217-4","","","","","","","","","","IgE e7 Taubenkot","Taubenkot IgE"
"6218-2","","","","","","","","","","IgE f210 Hawaii-Ananas","Hawai-Ananas IgE"
"6219-0","","","","","","","","","","IgE f26 Schweinefleisch","Schweinefleisch IgE"
"6220-8","","","","","","","","","","IgE f35 Kartoffel","Kartoffel IgE"
"6222-4","","","","","","","","","","IgE t72 Königspalme","IgE t72 Königspalme"
"6223-2","","","","","","","","","","IgE e82 Kaninchenepithelien","Kaninchenepithelien IgE"
"62238-1","","","","","","","","","","GFR (CKD-EPI)","Glomeruläre Filtrationsrate /1.7m2 KO (CKD-EPI)"
"6224-0","","","","","","","","","","IgE e73 Rattenepithelien","IgE e73 Rattenepithelien"
"62256-3","","","","","","","","","","M.tuberculosis-Aminoglycosid-Resistenz PCR /SM","M.tuberculosis-Aminoglycosid-Resistenz PCR /SM"
"6225-7","","","","","","","","","","IgE e75 Rattenserumprotein","IgE e75 Rattenserumprotein"
"6226-5","","","","","","","","","","IgE e74 Rattenurinprotein","IgE e74 Rattenurinprotein"
"6228-1","","","","","","","","","","IgE g9 Weißes Straußgras","IgE g9 Weißes Straußgras"
"62292-8","","","","","","","","","","Vitamin D2+D3, 25-Hydroxy-","Vitamin D2+D3, 25-Hydroxy-"
"6229-9","","","","","","","","","","IgE m11 Rhizopus nigricans","IgE m11 Rhizopus nigricans"
"5292-8","","","","","","","","","","Trep. pall. VDRL","VDRL"
"5294-4","","","","","","","","","","RSV AK Ti. KBR","RSV-Antikörper Titer KBR"
"52972-7","","","","","","","","","","IgE Getreidemix NMM3 qn.","Getreidem.NMM3 (Weiz,Haf,Mais,Sesam,Buchw.)IgE qn."
"5297-7","","","","","","","","","","Rheumafaktor ql.","Rheumafaktor qualitativ"
"52984-2","","","","","","","","","","CMV-IgG Avidität","CMV-IgG Avidität"
"5298-5","","","","","","","","","","Rheumafaktor WR","Rheumafaktor Waaler-Rose"
"5299-3","","","","","","","","","","Rheumafaktor Titer","Rheumafaktor Titer"
"53000-6","","","","","","","","","","AMA-M4","AMA-M4"
"53001-4","","","","","","","","","","AMA-M9","AMA-M9"
"53002-2","","","","","","","","","","ANA speck.fein Ti.IF","ANA speckled fein Titer IF"
"53003-0","","","","","","","","","","ANA Spindel Ti.IF","ANA Spindel Titer IF"
"53004-8","","","","","","","","","","ANA Spindel ql.IF","ANA Spindel qual. IF"
"53006-3","","","","","","","","","","PCNA-AK Ti.IF","PCNA-Antikörper Titer IF"
"53007-1","","","","","","","","","","PM-Scl-AK ql.IF","PM-Scl-Antikörper qual. IF"
"53008-9","","","","","","","","","","PM-Scl-AK Ti.IF","PM-Scl-Antikörper Titer IF"
"53009-7","","","","","","","","","","Ribosomale-AK ql.IF","Ribosomale-Antikörper qual. IF"
"53010-5","","","","","","","","","","SRP-AK ql.IF","SRP-Antikörper qual. IF"
"53011-3","","","","","","","","","","SRP-AK Ti.IF","SRP-Antikörper Titer IF"
"53012-1","","","","","","","","","","Atyp. ANCA Ti.IF","Atypischer ANCA Titer IF"
"53013-9","","","","","","","","","","BPI-AK ql.","BPI-Antikörper qual."
"53014-7","","","","","","","","","","Nukleosomen-AK","Nukleosomen-Antikörper"
"53015-4","","","","","","","","","","Nukleosomen-AK ql.","Nukleosomen-Antikörper qual."
"53016-2","","","","","","","","","","SS-A/Ro-52-AK ql.","SS-A/Ro-52-Antikörper qual."
"53017-0","","","","","","","","","","SS-A/Ro-52-AK","SS-A/Ro-52-Antikörper"
"53018-8","","","","","","","","","","SS-A/Ro-60-AK ql.","SS-A/Ro-60-Antikörper ql."
"53019-6","","","","","","","","","","SS-A/Ro-60-AK","SS-A/Ro-60-Antikörper"
"53021-2","","","","","","","","","","Speicheldr.-AK Ti.IF","Speicheldrüsen-Antikörper Titer IF"
"53022-0","","","","","","","","","","U1-snRNP-AK ql.","U1-snRNP-Antikörper qual."
"53023-8","","","","","","","","","","tTGA ql.","tTGA(Tissue-Transglutaminase-Antikö.) qual."
"53024-6","","","","","","","","","","ASCA ql.","ASCA(Saccharomyces cerevisiae-Antikö.) qual."
"53025-3","","","","","","","","","","Gliadin-AK ql.","Gliadin-Antikörper"
"53026-1","","","","","","","","","","tTGA IgG ql.","tTGA(Tissue-Transglutaminase-Antikö.) IgG qual."
"53027-9","","","","","","","","","","CCP-AK","CCP-Antikörper"
"53028-7","","","","","","","","","","CCP-AK qual.","CCP-Antikörper qual."
"53029-5","","","","","","","","","","x-ANCA(atyp.p) ql.IF","x-ANCA (atyp. p-ANCA) qual. IF"
"53030-3","","","","","","","","","","LKM-AK ql.IF","LKM-Antikörper qual. IF"
"53031-1","","","","","","","","","","SRP-AK","SRP-Antikörper"
"53032-9","","","","","","","","","","U1-snRNP-70-AK ql.","U1-snRNP-70-Antikörper qual."
"53048-5","","","","","","","","","","Ferritin /SM","Ferritin /Sondermaterial"
"53115-2","","","","","","","","","","Unreife neutrophile Granulozyten abs.","Unreife neutrophile Granulozyten abs."
"53139-2","","","","","","","","","","Calcium ionisiert a. pH 7,4 /BC","Calcium ionisiert a. pH 7,4 /BC"
"53147-5","","","","","","","","","","FSH 120 min nach Belastung","FSH 120 min nach Belastung"
"53221-8","","","","","","","","","","dRVVT NP","Lupus-Anticoagulans dRVVT Normalplasma"
"53248-1","","","","","","","","","","Plasmodien-LDH /Blut","Plasmodien-LDH /Blut"
"53249-9","","","","","","","","","","Metapneumovirus RNA qn./SM PCR","Metapneumovirus-RNA quant. /Sondermaterial PCR"
"53250-7","","","","","","","","","","Influenza A Virus RNA qn./SM PCR","Influenza A-Virus-RNA quant. /Sondermaterial PCR"
"53251-5","","","","","","","","","","Influenza B Virus RNA qn./SM PCR","Influenza B-Virus-RNA quant. /Sondermaterial PCR"
"53252-3","","","","","","","","","","Parainfluenzavirus 1 RNA qn. /SM PCR","Parainfluenzavirus(Typ 1)-RNA quant. /Sonderm. PCR"
"53253-1","","","","","","","","","","Parainfluenzavirus 2 RNA qn. /SM PCR","Parainfluenzavirus(Typ 2)-RNA quant. /Sonderm. PCR"
"53254-9","","","","","","","","","","Parainfluenzavirus 3 RNA qn. /SM PCR","Parainfluenzavirus(Typ 3)-RNA quant. /Sonderm. PCR"
"53255-6","","","","","","","","","","Mycoplasma pneumoniae DNA qn. /SM PCR","Mycoplasma pneumoniae DNA qn. /Sondermaterial PCR"
"53256-4","","","","","","","","","","Enterovirus RNA qn. /SM PCR","Enterovirus-RNA quant. /Sondermaterial PCR"
"53257-2","","","","","","","","","","M.tuberculosis-DNA qn. /SM PCR","M.tuberculosis-DNA quant. /Sondermaterial PCR"
"53259-8","","","","","","","","","","GBM-AK Ti.IF","GBM-Antikörper Titer IF"
"53260-6","","","","","","","","","","GBM-AK ql.IF","GBM-Antikörper qual IF"
"53271-3","","","","","","","","","","Epitheliale Zellen /U","Epitheliale Zellen /U"
"53274-7","","","","","","","","","","Nierenepithelien /U","Nierenepithelien /U"
"53275-4","","","","","","","","","","Urothelien /U","Urothelien /Urin"
"53278-8","","","","","","","","","","Erythrozytenzyl. /U","Erythrozytenzylinder /U"
"53279-6","","","","","","","","","","Leukozytenzyl. /U","Leukozytenzylinder /U"
"53282-0","","","","","","","","","","Granulierte Zyl. /U","Granulierte Zylinder /U"
"53285-3","","","","","","","","","","Erythrozytenzyl. /U","Erythrozytenzylinder /U"
"53286-1","","","","","","","","","","Leukozytenzyl. /U","Leukozytenzylinder /U"
"53287-9","","","","","","","","","","Epithelzylinder /U","Epithelzylinder /U"
"53289-5","","","","","","","","","","Zelluläre Zylinder /U","Zelluläre Zylinder /Urin"
"53294-5","","","","","","","","","","Epitheliale Zellen sonstige /US","Epitheliale Zellen sonstige /Urinsediment"
"53296-0","","","","","","","","","","Ca.oxalatkrist./U","Calciumoxalat Kristalle /U"
"53297-8","","","","","","","","","","Unbek. Kristalle /U","Unbekannte Kristalle /U"
"53298-6","","","","","","","","","","Tripelphosphate /U","Tripelphosphate /U"
"53299-4","","","","","","","","","","Ca.phosphatkrist. /U","Calciumphosphat Kristalle /U"
"53300-0","","","","","","","","","","Leucinkristalle /U","Leucinkristalle /U"
"53301-8","","","","","","","","","","Harnsäurekristalle/U","Harnsäurekristalle /U"
"53303-4","","","","","","","","","","Cystinkristalle /U","Cystinkristalle /U"
"53304-2","","","","","","","","","","Tyrosinkristalle /U","Tyrosinkristalle /U"
"53317-4","","","","","","","","","","Leukozyten Clumps ql. /U","Leukozyten Clumps qualitativ /Urin"
"10335-8","","","","","","","","","","Farbe /L","Farbe /Liquor"
"10339-0","","","","","","","","","","Fluoxetin/Norfluoxetin","Fluoxetin/Norfluoxetin"
"10363-0","","","","","","","","","","Barbiturate /SM","Barbiturate /Sondermaterial"
"10366-3","","","","","","","","","","Cotinin /U","Cotinin /Urin"
"10376-2","","","","","","","","","","Megalozyten ql. mi.","Megalozyten qual. mikr."
"10377-0","","","","","","","","","","Bleistiftzel. ql.mi.","Bleistiftzellen qual. mikr."
"10378-8","","","","","","","","","","Polychromasie ql.mi.","Polychromasie qual. mikr."
"10380-4","","","","","","","","","","Stomatozyten ql. mi.","Stomatozyten qual. mikr."
"10381-2","","","","","","","","","","Target-Zellen mi.","Target-Zellen mikr."
"10501-5","","","","","","","","","","LH","LH"
"10535-3","","","","","","","","","","Digoxin","Digoxin"
"10546-0","","","","","","","","","","Desmethylmesuximid","Desmethylmesuximid"
"10552-8","","","","","","","","","","Trizykl. Antidepr.","Trizyklische Antidepressiva"
"10569-2","","","","","","","","","","Farbe /EJ","Farbe /Ejakulat"
"10579-1","","","","","","","","","","Leukozyten Ejakulat","Leukozyten Ejakulat"
"10580-9","","","","","","","","","","Verflüssigungszeit /EJ","Verflüssigungszeit /Ejakulat"
"10585-8","","","","","","","","","","Rundzellen /EJ","Rundzellen /Ejakulat"
"10611-2","","","","","","","","","","Spermien immobil /EJ","Spermien immobil /Ejakulat"
"10613-8","","","","","","","","","","Vitalität/Sp.rel.","Spermien Vitalität relativ"
"10622-9","","","","","","","","","","Normalformen/Sp.rel.","Spermien Normalformen relativ"
"10648-4","","","","","","","","","","Babesia spp.","Babesia spp."
"53319-0","","","","","","","","","","Kristalle ql. /U","Kristalle qualitativ /Urin"
"53320-8","","","","","","","","","","Zylinder ql. /U","Zylinder qualitativ /Urin"
"53321-6","","","","","","","","","","Schleimfäden /U ql.","Schleimfäden /U ql."
"53323-2","","","","","","","","","","Zylinder sonstige /U","Zylinder sonstige /U"
"53329-9","","","","","","","","","","Amorphes Krst./U ql.","Amorphes Kristalle /U ql."
"53331-5","","","","","","","","","","Amorphes Krst. /U","Amorphes Kristalle /U"
"53334-9","","","","","","","","","","Unbekannte Kristalle ql. /U","Unbekannte Kristalle qualitativ /Urin"
"53335-6","","","","","","","","","","Zylinder sonstige /U","Zylinder sonstige /Urin"
"53355-4","","","","","","","","","","Trichomonaden /U","Trichomonaden /U"
"53356-2","","","","","","","","","","Fetttropfen /U","Fetttropfen /U"
"53360-4","","","","","","","","","","Erythroz.konglom. /U","Erythrozytgenkonglomerate /U"
"53452-9","","","","","","","","","","M-Gradient 3","M-Gradient 3"
"53457-8","","","","","","","","","","M-Gradient 3 rel.","M-Gradient 3 relativ"
"53516-1","","","","","","","","","","Basophile Gr.rel. /D","Basophile Granulozyten rel. /Dialysat"
"53519-5","","","","","","","","","","Monozyten rel. /D","Monozyten rel. /Dialysat"
"53520-3","","","","","","","","","","Neutrop.Gr.rel. /D","Neutrophile Granulozyten rel. /Dialysat"
"53523-7","","","","","","","","","","VIP","VIP"
"53525-2","","","","","","","","","","Totalprotein ql. (SSA-Probe) /U","Totalprotein qualitativ Sulfosalazylsäureprobe /U"
"53562-5","","","","","","","","","","Rheumafaktor /PP","Rheumafaktor /Pleurapunktat"
"53580-7","","","","","","","","","","Galaktocerebrosidase /Amnionzellen","Galaktocerebrosidase /Amnionzellen"
"5358-7","","","","","","","","","","SMA (ASMA) Ti.IF","SMA (ASMA) Titer IF"
"53590-6","","","","","","","","","","M-Gradient rel.","M-Gradient relativ"
"53592-2","","","","","","","","","","M-Gradient 2","M-Gradient 2"
"53593-0","","","","","","","","","","M-Gradient 2 rel.","M-Gradient 2 relativ"
"53608-6","","","","","","","","","","Rickettsia spp. DNA /B ql. PCR","Rickettsia spp. DNA /Blut qualitativ PCR"
"53612-8","","","","","","","","","","Harnsäure /SM","Harnsäure /Sondermaterial"
"53621-9","","","","","","","","","","NRAS Genmutation /KM","NRAS Genmutation /Knochenmark"
"53622-7","","","","","","","","","","ADAMTS 13 Aktivität","ADAMTS 13 Aktivität"
"53627-6","","","","","","","","","","Chlorid /PP","Chlorid /Pleurapunktat"
"5366-0","","","","","","","","","","Antistaphylolysin","Antistaphylolysin"
"5370-2","","","","","","","","","","ASLO","ASLO"
"53709-2","","","","","","","","","","Anti-SOX1 (AGNA)","Anti-SOX1 (AGNA)"
"5371-0","","","","","","","","","","ASLO Titer","ASLO Titer"
"53714-2","","","","","","","","","","SOX1-AK Ti. /L","SOX1-Antikörper Ti. /Liquor"
"53731-6","","","","","","","","","","Posaconazol","Posaconazol"
"53749-8","","","","","","","","","","Abnahmezeitpunkt Probe 5","Abnahmezeitpunkt Probe 5"
"46134-3","","","","","","","","","","Granulierte Zylinder mikr. /US","Granulierte Zylinder mikroskopisch /Urinsediment"
"46135-0","","","","","","","","","","Hyaline Zylinder mikr. /US","Hyaline Zylinder mikroskopisch /Urinsediment"
"3977-6","","","","","","","","","","Prazepam","Prazepam"
"49120-9","","","","","","","","","","Immundefizienz Verl.","Immundefizienz Follow Up"
"50179-1","","","","","","","","","","Pentagastrintest","Pentagastrintest"
"50673-3","","","","","","","","","","Insulin Profil","Insulin Profil"
"51855-5","","","","","","","","","","Patientendokument","Patientendokument"
"48157-2","","","","","","","","","","Thymin/Kreatinin-Ratio /U","Thymin/Kreatinin-Ratio /Urin"
"48017-8","","","","","","","","","","Gensequenzierung B/T","Gensequenzierung Blut/Gewebe"
"49248-8","","","","","","","","","","Kommentar Aminosäuremuster (Interpretation) Urin","Kommentar Aminosäuremuster (Interpretation) Urin"
"49287-6","","","","","","","","","","Kommentar Organische Säuren /U","Kommentar Organische Säuren /Urin"
"50262-5","","","","","","","","","","Retikulozyten","Retikulozyten"
"50604-8","","","","","","","","","","HPA-Befund","Humane Plättchen Antigene Befund"
"53293-7","","","","","","","","","","Urinsediment","Urinsediment"
"50196-5","","","","","","","","","","Stuhl occultes Blut","Stuhl occultes Blut"
"53776-1","","","","","","","","","","HAV-Antikörper IgM und total","HAV-Antikörper IgM und total"
"53813-2","","","","","","","","","","Thr.aggr.ADP-ind./B","Thrombozytenaggregation ADP-ind./Blut"
"53814-0","","","","","","","","","","Thr.aggr.ARA-ind./B","Thrombozytenaggregation ARA-ind./Blut"
"53844-7","","","","","","","","","","BRAF Mutationsanalyse","BRAF Mutationsanalyse"
"5385-0","","","","","","","","","","TSH-Rezeptor-AK","TSH-Rezeptor-Antikörper (TRAK)"
"53859-5","","","","","","","","","","C22:0 Fettsäuren","C22:0 Fettsäuren"
"53860-3","","","","","","","","","","C24:0 Fettsäuren","C24:0 Fettsäuren"
"5388-4","","","","","","","","","","Toxoplasma G. IgG AK","Toxoplasma Gondii IgG Antikörper"
"5389-2","","","","","","","","","","Toxoplasma G.IgG AKT","Toxoplasma Gondii IgG Antikörper Titer"
"53893-4","","","","","","","","","","RNA-Polym.-III-AK","RNA-Polymerase-III-Antikörper"
"53925-4","","","","","","","","","","Chlamydia trach.rRNA /Urethra PCR","Chlamydia trachomatis-rRNA /Urethra PCR"
"53933-8","","","","","","","","","","LDH PPK/Ser.-Ratio","LDH Perikardpunktat/Serum-Ratio"
"5393-4","","","","","","","","","","Trep. pall. FTA","FTA (Fluoreszenz-Treponema-Antikörper)"
"53959-3","","","","","","","","","","HCG+Untereinheiten","HCG+Untereinheiten"
"53965-0","","","","","","","","","","Ziegelmehlsedim. /U","Ziegelmehlsediment /U makrosk."
"53966-8","","","","","","","","","","G1-Erythrozyt.rl./US","G1-Erythrozyten rel. /Urinsediment"
"53967-6","","","","","","","","","","Glomerul.Ery.rel./US","Glomeruläre Erythrozyten rel. /Urinsediment"
"53968-4","","","","","","","","","","Isomorph.Ery./US","Isomorphe Erythrozyten /Urinsediment"
"53969-2","","","","","","","","","","Mikrozyten /US","Mikrozyten /Urinsediment"
"53970-0","","","","","","","","","","Makrozyten /US","Makrozyten /Urinsediment"
"53972-6","","","","","","","","","","Echinozyten /US","Echinozyten (Burr Cells) /Urinsediment"
"10652-6","","","","","","","","","","Chlamydophila pneumoniae /SPBL PCR","Chlamydophila pneumoniae /Sputum/BAL PCR"
"10670-8","","","","","","","","","","Giardia lamblia Kultur /ST","Giardia lamblia Kultur /Stuhl"
"10704-5","","","","","","","","","","Parasiten und Eier /ST","Parasiten und Eier /Stuhl"
"10718-5","","","","","","","","","","Strongyloides spp. AK IA","Strongyloides spp. Antikörper IA"
"10753-2","","","","","","","","","","Fett /ST mikr.Su.4","Fett /Stuhl mikr. Sudan 4"
"10757-3","","","","","","","","","","MGG-Färbung","May-Grünwald-Giemsa-Färbung"
"10802-7","","","","","","","","","","Berlinerblau-Färbung /SM","Berlinerblau-Färbung /Sondermaterial"
